,date,time,keyword,interest_value,flourish_date
0,2023-03-13,21:04:00,Budget,63,"March 13, 2023"
1,2023-03-13,21:12:00,Budget,80,"March 13, 2023"
2,2023-03-13,21:20:00,Budget,87,"March 13, 2023"
3,2023-03-13,21:28:00,Budget,64,"March 13, 2023"
4,2023-03-13,21:36:00,Budget,66,"March 13, 2023"
5,2023-03-13,21:44:00,Budget,75,"March 13, 2023"
6,2023-03-13,21:52:00,Budget,79,"March 13, 2023"
7,2023-03-13,22:00:00,Budget,73,"March 13, 2023"
8,2023-03-13,22:08:00,Budget,79,"March 13, 2023"
9,2023-03-13,22:16:00,Budget,68,"March 13, 2023"
10,2023-03-13,22:24:00,Budget,65,"March 13, 2023"
11,2023-03-13,22:32:00,Budget,60,"March 13, 2023"
12,2023-03-13,22:40:00,Budget,83,"March 13, 2023"
13,2023-03-13,22:48:00,Budget,79,"March 13, 2023"
14,2023-03-13,22:56:00,Budget,76,"March 13, 2023"
15,2023-03-13,23:04:00,Budget,79,"March 13, 2023"
16,2023-03-13,23:12:00,Budget,80,"March 13, 2023"
17,2023-03-13,23:20:00,Budget,91,"March 13, 2023"
18,2023-03-13,23:28:00,Budget,79,"March 13, 2023"
19,2023-03-13,23:36:00,Budget,83,"March 13, 2023"
20,2023-03-13,23:44:00,Budget,87,"March 13, 2023"
21,2023-03-13,23:52:00,Budget,96,"March 13, 2023"
22,2023-03-14,00:00:00,Budget,73,"March 14, 2023"
23,2023-03-14,00:08:00,Budget,96,"March 14, 2023"
24,2023-03-14,00:16:00,Budget,63,"March 14, 2023"
25,2023-03-14,00:24:00,Budget,86,"March 14, 2023"
26,2023-03-14,00:32:00,Budget,87,"March 14, 2023"
27,2023-03-14,00:40:00,Budget,87,"March 14, 2023"
28,2023-03-14,00:48:00,Budget,85,"March 14, 2023"
29,2023-03-14,00:56:00,Budget,80,"March 14, 2023"
30,2023-03-14,01:04:00,Budget,75,"March 14, 2023"
31,2023-03-14,01:12:00,Budget,77,"March 14, 2023"
32,2023-03-14,01:20:00,Budget,73,"March 14, 2023"
33,2023-03-14,01:28:00,Budget,76,"March 14, 2023"
34,2023-03-14,01:36:00,Budget,69,"March 14, 2023"
35,2023-03-14,01:44:00,Budget,78,"March 14, 2023"
36,2023-03-14,01:52:00,Budget,72,"March 14, 2023"
37,2023-03-14,02:00:00,Budget,66,"March 14, 2023"
38,2023-03-14,02:08:00,Budget,80,"March 14, 2023"
39,2023-03-14,02:16:00,Budget,87,"March 14, 2023"
40,2023-03-14,02:24:00,Budget,77,"March 14, 2023"
41,2023-03-14,02:32:00,Budget,68,"March 14, 2023"
42,2023-03-14,02:40:00,Budget,80,"March 14, 2023"
43,2023-03-14,02:48:00,Budget,69,"March 14, 2023"
44,2023-03-14,02:56:00,Budget,74,"March 14, 2023"
45,2023-03-14,03:04:00,Budget,70,"March 14, 2023"
46,2023-03-14,03:12:00,Budget,87,"March 14, 2023"
47,2023-03-14,03:20:00,Budget,66,"March 14, 2023"
48,2023-03-14,03:28:00,Budget,69,"March 14, 2023"
49,2023-03-14,03:36:00,Budget,69,"March 14, 2023"
50,2023-03-14,03:44:00,Budget,79,"March 14, 2023"
51,2023-03-14,03:52:00,Budget,79,"March 14, 2023"
52,2023-03-14,04:00:00,Budget,70,"March 14, 2023"
53,2023-03-14,04:08:00,Budget,73,"March 14, 2023"
54,2023-03-14,04:16:00,Budget,81,"March 14, 2023"
55,2023-03-14,04:24:00,Budget,74,"March 14, 2023"
56,2023-03-14,04:32:00,Budget,76,"March 14, 2023"
57,2023-03-14,04:40:00,Budget,76,"March 14, 2023"
58,2023-03-14,04:48:00,Budget,88,"March 14, 2023"
59,2023-03-14,04:56:00,Budget,76,"March 14, 2023"
60,2023-03-14,05:04:00,Budget,84,"March 14, 2023"
61,2023-03-14,05:12:00,Budget,84,"March 14, 2023"
62,2023-03-14,05:20:00,Budget,79,"March 14, 2023"
63,2023-03-14,05:28:00,Budget,74,"March 14, 2023"
64,2023-03-14,05:36:00,Budget,76,"March 14, 2023"
65,2023-03-14,05:44:00,Budget,69,"March 14, 2023"
66,2023-03-14,05:52:00,Budget,83,"March 14, 2023"
67,2023-03-14,06:00:00,Budget,93,"March 14, 2023"
68,2023-03-14,06:08:00,Budget,80,"March 14, 2023"
69,2023-03-14,06:16:00,Budget,67,"March 14, 2023"
70,2023-03-14,06:24:00,Budget,73,"March 14, 2023"
71,2023-03-14,06:32:00,Budget,75,"March 14, 2023"
72,2023-03-14,06:40:00,Budget,75,"March 14, 2023"
73,2023-03-14,06:48:00,Budget,70,"March 14, 2023"
74,2023-03-14,06:56:00,Budget,73,"March 14, 2023"
75,2023-03-14,07:04:00,Budget,79,"March 14, 2023"
76,2023-03-14,07:12:00,Budget,74,"March 14, 2023"
77,2023-03-14,07:20:00,Budget,59,"March 14, 2023"
78,2023-03-14,07:28:00,Budget,73,"March 14, 2023"
79,2023-03-14,07:36:00,Budget,75,"March 14, 2023"
80,2023-03-14,07:44:00,Budget,58,"March 14, 2023"
81,2023-03-14,07:52:00,Budget,45,"March 14, 2023"
82,2023-03-14,08:00:00,Budget,69,"March 14, 2023"
83,2023-03-14,08:08:00,Budget,73,"March 14, 2023"
84,2023-03-14,08:16:00,Budget,71,"March 14, 2023"
85,2023-03-14,08:24:00,Budget,64,"March 14, 2023"
86,2023-03-14,08:32:00,Budget,50,"March 14, 2023"
87,2023-03-14,08:40:00,Budget,66,"March 14, 2023"
88,2023-03-14,08:48:00,Budget,64,"March 14, 2023"
89,2023-03-14,08:56:00,Budget,60,"March 14, 2023"
90,2023-03-14,09:04:00,Budget,55,"March 14, 2023"
91,2023-03-14,09:12:00,Budget,63,"March 14, 2023"
92,2023-03-14,09:20:00,Budget,57,"March 14, 2023"
93,2023-03-14,09:28:00,Budget,73,"March 14, 2023"
94,2023-03-14,09:36:00,Budget,57,"March 14, 2023"
95,2023-03-14,09:44:00,Budget,75,"March 14, 2023"
96,2023-03-14,09:52:00,Budget,77,"March 14, 2023"
97,2023-03-14,10:00:00,Budget,65,"March 14, 2023"
98,2023-03-14,10:08:00,Budget,73,"March 14, 2023"
99,2023-03-14,10:16:00,Budget,62,"March 14, 2023"
100,2023-03-14,10:24:00,Budget,66,"March 14, 2023"
101,2023-03-14,10:32:00,Budget,62,"March 14, 2023"
102,2023-03-14,10:40:00,Budget,72,"March 14, 2023"
103,2023-03-14,10:48:00,Budget,53,"March 14, 2023"
104,2023-03-14,10:56:00,Budget,69,"March 14, 2023"
105,2023-03-14,11:04:00,Budget,64,"March 14, 2023"
106,2023-03-14,11:12:00,Budget,59,"March 14, 2023"
107,2023-03-14,11:20:00,Budget,56,"March 14, 2023"
108,2023-03-14,11:28:00,Budget,54,"March 14, 2023"
109,2023-03-14,11:36:00,Budget,64,"March 14, 2023"
110,2023-03-14,11:44:00,Budget,59,"March 14, 2023"
111,2023-03-14,11:52:00,Budget,55,"March 14, 2023"
112,2023-03-14,12:00:00,Budget,72,"March 14, 2023"
113,2023-03-14,12:08:00,Budget,71,"March 14, 2023"
114,2023-03-14,12:16:00,Budget,74,"March 14, 2023"
115,2023-03-14,12:24:00,Budget,59,"March 14, 2023"
116,2023-03-14,12:32:00,Budget,57,"March 14, 2023"
117,2023-03-14,12:40:00,Budget,85,"March 14, 2023"
118,2023-03-14,12:48:00,Budget,64,"March 14, 2023"
119,2023-03-14,12:56:00,Budget,55,"March 14, 2023"
120,2023-03-14,13:04:00,Budget,65,"March 14, 2023"
121,2023-03-14,13:12:00,Budget,54,"March 14, 2023"
122,2023-03-14,13:20:00,Budget,100,"March 14, 2023"
123,2023-03-14,13:28:00,Budget,69,"March 14, 2023"
124,2023-03-14,13:36:00,Budget,56,"March 14, 2023"
125,2023-03-14,13:44:00,Budget,74,"March 14, 2023"
126,2023-03-14,13:52:00,Budget,83,"March 14, 2023"
127,2023-03-14,14:00:00,Budget,81,"March 14, 2023"
128,2023-03-14,14:08:00,Budget,47,"March 14, 2023"
129,2023-03-14,14:16:00,Budget,48,"March 14, 2023"
130,2023-03-14,14:24:00,Budget,18,"March 14, 2023"
131,2023-03-14,14:32:00,Budget,46,"March 14, 2023"
132,2023-03-14,14:40:00,Budget,53,"March 14, 2023"
133,2023-03-14,14:48:00,Budget,95,"March 14, 2023"
134,2023-03-14,14:56:00,Budget,60,"March 14, 2023"
135,2023-03-14,15:04:00,Budget,83,"March 14, 2023"
136,2023-03-14,15:12:00,Budget,57,"March 14, 2023"
137,2023-03-14,15:20:00,Budget,0,"March 14, 2023"
138,2023-03-14,15:28:00,Budget,69,"March 14, 2023"
139,2023-03-14,15:36:00,Budget,64,"March 14, 2023"
140,2023-03-14,15:44:00,Budget,52,"March 14, 2023"
141,2023-03-14,15:52:00,Budget,50,"March 14, 2023"
142,2023-03-14,16:00:00,Budget,56,"March 14, 2023"
143,2023-03-14,16:08:00,Budget,29,"March 14, 2023"
144,2023-03-14,16:16:00,Budget,0,"March 14, 2023"
145,2023-03-14,16:24:00,Budget,35,"March 14, 2023"
146,2023-03-14,16:32:00,Budget,86,"March 14, 2023"
147,2023-03-14,16:40:00,Budget,53,"March 14, 2023"
148,2023-03-14,16:48:00,Budget,41,"March 14, 2023"
149,2023-03-14,16:56:00,Budget,35,"March 14, 2023"
150,2023-03-14,17:04:00,Budget,0,"March 14, 2023"
151,2023-03-14,17:12:00,Budget,31,"March 14, 2023"
152,2023-03-14,17:20:00,Budget,0,"March 14, 2023"
153,2023-03-14,17:28:00,Budget,53,"March 14, 2023"
154,2023-03-14,17:36:00,Budget,67,"March 14, 2023"
155,2023-03-14,17:44:00,Budget,61,"March 14, 2023"
156,2023-03-14,17:52:00,Budget,83,"March 14, 2023"
157,2023-03-14,18:00:00,Budget,22,"March 14, 2023"
158,2023-03-14,18:08:00,Budget,31,"March 14, 2023"
159,2023-03-14,18:16:00,Budget,44,"March 14, 2023"
160,2023-03-14,18:24:00,Budget,54,"March 14, 2023"
161,2023-03-14,18:32:00,Budget,94,"March 14, 2023"
162,2023-03-14,18:40:00,Budget,37,"March 14, 2023"
163,2023-03-14,18:48:00,Budget,0,"March 14, 2023"
164,2023-03-14,18:56:00,Budget,15,"March 14, 2023"
165,2023-03-14,19:04:00,Budget,91,"March 14, 2023"
166,2023-03-14,19:12:00,Budget,51,"March 14, 2023"
167,2023-03-14,19:20:00,Budget,38,"March 14, 2023"
168,2023-03-14,19:28:00,Budget,48,"March 14, 2023"
169,2023-03-14,19:36:00,Budget,47,"March 14, 2023"
170,2023-03-14,19:44:00,Budget,58,"March 14, 2023"
171,2023-03-14,19:52:00,Budget,56,"March 14, 2023"
172,2023-03-14,20:00:00,Budget,35,"March 14, 2023"
173,2023-03-14,20:08:00,Budget,42,"March 14, 2023"
174,2023-03-14,20:16:00,Budget,65,"March 14, 2023"
175,2023-03-14,20:24:00,Budget,44,"March 14, 2023"
176,2023-03-14,20:32:00,Budget,46,"March 14, 2023"
177,2023-03-14,20:40:00,Budget,76,"March 14, 2023"
178,2023-03-14,20:48:00,Budget,50,"March 14, 2023"
179,2023-03-14,20:56:00,Budget,98,"March 14, 2023"
180,2023-03-13,21:04:00,Australian Parliament,3,"March 13, 2023"
181,2023-03-13,21:12:00,Australian Parliament,0,"March 13, 2023"
182,2023-03-13,21:20:00,Australian Parliament,0,"March 13, 2023"
183,2023-03-13,21:28:00,Australian Parliament,0,"March 13, 2023"
184,2023-03-13,21:36:00,Australian Parliament,5,"March 13, 2023"
185,2023-03-13,21:44:00,Australian Parliament,0,"March 13, 2023"
186,2023-03-13,21:52:00,Australian Parliament,3,"March 13, 2023"
187,2023-03-13,22:00:00,Australian Parliament,0,"March 13, 2023"
188,2023-03-13,22:08:00,Australian Parliament,0,"March 13, 2023"
189,2023-03-13,22:16:00,Australian Parliament,0,"March 13, 2023"
190,2023-03-13,22:24:00,Australian Parliament,5,"March 13, 2023"
191,2023-03-13,22:32:00,Australian Parliament,0,"March 13, 2023"
192,2023-03-13,22:40:00,Australian Parliament,5,"March 13, 2023"
193,2023-03-13,22:48:00,Australian Parliament,5,"March 13, 2023"
194,2023-03-13,22:56:00,Australian Parliament,0,"March 13, 2023"
195,2023-03-13,23:04:00,Australian Parliament,3,"March 13, 2023"
196,2023-03-13,23:12:00,Australian Parliament,2,"March 13, 2023"
197,2023-03-13,23:20:00,Australian Parliament,4,"March 13, 2023"
198,2023-03-13,23:28:00,Australian Parliament,0,"March 13, 2023"
199,2023-03-13,23:36:00,Australian Parliament,0,"March 13, 2023"
200,2023-03-13,23:44:00,Australian Parliament,10,"March 13, 2023"
201,2023-03-13,23:52:00,Australian Parliament,6,"March 13, 2023"
202,2023-03-14,00:00:00,Australian Parliament,0,"March 14, 2023"
203,2023-03-14,00:08:00,Australian Parliament,0,"March 14, 2023"
204,2023-03-14,00:16:00,Australian Parliament,5,"March 14, 2023"
205,2023-03-14,00:24:00,Australian Parliament,0,"March 14, 2023"
206,2023-03-14,00:32:00,Australian Parliament,0,"March 14, 2023"
207,2023-03-14,00:40:00,Australian Parliament,0,"March 14, 2023"
208,2023-03-14,00:48:00,Australian Parliament,9,"March 14, 2023"
209,2023-03-14,00:56:00,Australian Parliament,4,"March 14, 2023"
210,2023-03-14,01:04:00,Australian Parliament,3,"March 14, 2023"
211,2023-03-14,01:12:00,Australian Parliament,0,"March 14, 2023"
212,2023-03-14,01:20:00,Australian Parliament,0,"March 14, 2023"
213,2023-03-14,01:28:00,Australian Parliament,5,"March 14, 2023"
214,2023-03-14,01:36:00,Australian Parliament,5,"March 14, 2023"
215,2023-03-14,01:44:00,Australian Parliament,2,"March 14, 2023"
216,2023-03-14,01:52:00,Australian Parliament,6,"March 14, 2023"
217,2023-03-14,02:00:00,Australian Parliament,3,"March 14, 2023"
218,2023-03-14,02:08:00,Australian Parliament,5,"March 14, 2023"
219,2023-03-14,02:16:00,Australian Parliament,4,"March 14, 2023"
220,2023-03-14,02:24:00,Australian Parliament,5,"March 14, 2023"
221,2023-03-14,02:32:00,Australian Parliament,0,"March 14, 2023"
222,2023-03-14,02:40:00,Australian Parliament,6,"March 14, 2023"
223,2023-03-14,02:48:00,Australian Parliament,0,"March 14, 2023"
224,2023-03-14,02:56:00,Australian Parliament,0,"March 14, 2023"
225,2023-03-14,03:04:00,Australian Parliament,4,"March 14, 2023"
226,2023-03-14,03:12:00,Australian Parliament,3,"March 14, 2023"
227,2023-03-14,03:20:00,Australian Parliament,2,"March 14, 2023"
228,2023-03-14,03:28:00,Australian Parliament,2,"March 14, 2023"
229,2023-03-14,03:36:00,Australian Parliament,6,"March 14, 2023"
230,2023-03-14,03:44:00,Australian Parliament,4,"March 14, 2023"
231,2023-03-14,03:52:00,Australian Parliament,2,"March 14, 2023"
232,2023-03-14,04:00:00,Australian Parliament,2,"March 14, 2023"
233,2023-03-14,04:08:00,Australian Parliament,4,"March 14, 2023"
234,2023-03-14,04:16:00,Australian Parliament,2,"March 14, 2023"
235,2023-03-14,04:24:00,Australian Parliament,7,"March 14, 2023"
236,2023-03-14,04:32:00,Australian Parliament,3,"March 14, 2023"
237,2023-03-14,04:40:00,Australian Parliament,3,"March 14, 2023"
238,2023-03-14,04:48:00,Australian Parliament,2,"March 14, 2023"
239,2023-03-14,04:56:00,Australian Parliament,3,"March 14, 2023"
240,2023-03-14,05:04:00,Australian Parliament,2,"March 14, 2023"
241,2023-03-14,05:12:00,Australian Parliament,2,"March 14, 2023"
242,2023-03-14,05:20:00,Australian Parliament,0,"March 14, 2023"
243,2023-03-14,05:28:00,Australian Parliament,0,"March 14, 2023"
244,2023-03-14,05:36:00,Australian Parliament,4,"March 14, 2023"
245,2023-03-14,05:44:00,Australian Parliament,0,"March 14, 2023"
246,2023-03-14,05:52:00,Australian Parliament,0,"March 14, 2023"
247,2023-03-14,06:00:00,Australian Parliament,3,"March 14, 2023"
248,2023-03-14,06:08:00,Australian Parliament,0,"March 14, 2023"
249,2023-03-14,06:16:00,Australian Parliament,6,"March 14, 2023"
250,2023-03-14,06:24:00,Australian Parliament,3,"March 14, 2023"
251,2023-03-14,06:32:00,Australian Parliament,2,"March 14, 2023"
252,2023-03-14,06:40:00,Australian Parliament,0,"March 14, 2023"
253,2023-03-14,06:48:00,Australian Parliament,2,"March 14, 2023"
254,2023-03-14,06:56:00,Australian Parliament,0,"March 14, 2023"
255,2023-03-14,07:04:00,Australian Parliament,0,"March 14, 2023"
256,2023-03-14,07:12:00,Australian Parliament,0,"March 14, 2023"
257,2023-03-14,07:20:00,Australian Parliament,4,"March 14, 2023"
258,2023-03-14,07:28:00,Australian Parliament,3,"March 14, 2023"
259,2023-03-14,07:36:00,Australian Parliament,7,"March 14, 2023"
260,2023-03-14,07:44:00,Australian Parliament,3,"March 14, 2023"
261,2023-03-14,07:52:00,Australian Parliament,5,"March 14, 2023"
262,2023-03-14,08:00:00,Australian Parliament,0,"March 14, 2023"
263,2023-03-14,08:08:00,Australian Parliament,3,"March 14, 2023"
264,2023-03-14,08:16:00,Australian Parliament,0,"March 14, 2023"
265,2023-03-14,08:24:00,Australian Parliament,0,"March 14, 2023"
266,2023-03-14,08:32:00,Australian Parliament,0,"March 14, 2023"
267,2023-03-14,08:40:00,Australian Parliament,8,"March 14, 2023"
268,2023-03-14,08:48:00,Australian Parliament,4,"March 14, 2023"
269,2023-03-14,08:56:00,Australian Parliament,2,"March 14, 2023"
270,2023-03-14,09:04:00,Australian Parliament,2,"March 14, 2023"
271,2023-03-14,09:12:00,Australian Parliament,5,"March 14, 2023"
272,2023-03-14,09:20:00,Australian Parliament,4,"March 14, 2023"
273,2023-03-14,09:28:00,Australian Parliament,4,"March 14, 2023"
274,2023-03-14,09:36:00,Australian Parliament,2,"March 14, 2023"
275,2023-03-14,09:44:00,Australian Parliament,3,"March 14, 2023"
276,2023-03-14,09:52:00,Australian Parliament,0,"March 14, 2023"
277,2023-03-14,10:00:00,Australian Parliament,0,"March 14, 2023"
278,2023-03-14,10:08:00,Australian Parliament,6,"March 14, 2023"
279,2023-03-14,10:16:00,Australian Parliament,0,"March 14, 2023"
280,2023-03-14,10:24:00,Australian Parliament,0,"March 14, 2023"
281,2023-03-14,10:32:00,Australian Parliament,0,"March 14, 2023"
282,2023-03-14,10:40:00,Australian Parliament,2,"March 14, 2023"
283,2023-03-14,10:48:00,Australian Parliament,0,"March 14, 2023"
284,2023-03-14,10:56:00,Australian Parliament,0,"March 14, 2023"
285,2023-03-14,11:04:00,Australian Parliament,0,"March 14, 2023"
286,2023-03-14,11:12:00,Australian Parliament,0,"March 14, 2023"
287,2023-03-14,11:20:00,Australian Parliament,0,"March 14, 2023"
288,2023-03-14,11:28:00,Australian Parliament,5,"March 14, 2023"
289,2023-03-14,11:36:00,Australian Parliament,0,"March 14, 2023"
290,2023-03-14,11:44:00,Australian Parliament,0,"March 14, 2023"
291,2023-03-14,11:52:00,Australian Parliament,0,"March 14, 2023"
292,2023-03-14,12:00:00,Australian Parliament,4,"March 14, 2023"
293,2023-03-14,12:08:00,Australian Parliament,0,"March 14, 2023"
294,2023-03-14,12:16:00,Australian Parliament,5,"March 14, 2023"
295,2023-03-14,12:24:00,Australian Parliament,7,"March 14, 2023"
296,2023-03-14,12:32:00,Australian Parliament,4,"March 14, 2023"
297,2023-03-14,12:40:00,Australian Parliament,6,"March 14, 2023"
298,2023-03-14,12:48:00,Australian Parliament,0,"March 14, 2023"
299,2023-03-14,12:56:00,Australian Parliament,0,"March 14, 2023"
300,2023-03-14,13:04:00,Australian Parliament,0,"March 14, 2023"
301,2023-03-14,13:12:00,Australian Parliament,0,"March 14, 2023"
302,2023-03-14,13:20:00,Australian Parliament,0,"March 14, 2023"
303,2023-03-14,13:28:00,Australian Parliament,0,"March 14, 2023"
304,2023-03-14,13:36:00,Australian Parliament,0,"March 14, 2023"
305,2023-03-14,13:44:00,Australian Parliament,0,"March 14, 2023"
306,2023-03-14,13:52:00,Australian Parliament,0,"March 14, 2023"
307,2023-03-14,14:00:00,Australian Parliament,0,"March 14, 2023"
308,2023-03-14,14:08:00,Australian Parliament,0,"March 14, 2023"
309,2023-03-14,14:16:00,Australian Parliament,0,"March 14, 2023"
310,2023-03-14,14:24:00,Australian Parliament,0,"March 14, 2023"
311,2023-03-14,14:32:00,Australian Parliament,0,"March 14, 2023"
312,2023-03-14,14:40:00,Australian Parliament,0,"March 14, 2023"
313,2023-03-14,14:48:00,Australian Parliament,0,"March 14, 2023"
314,2023-03-14,14:56:00,Australian Parliament,0,"March 14, 2023"
315,2023-03-14,15:04:00,Australian Parliament,0,"March 14, 2023"
316,2023-03-14,15:12:00,Australian Parliament,0,"March 14, 2023"
317,2023-03-14,15:20:00,Australian Parliament,0,"March 14, 2023"
318,2023-03-14,15:28:00,Australian Parliament,0,"March 14, 2023"
319,2023-03-14,15:36:00,Australian Parliament,0,"March 14, 2023"
320,2023-03-14,15:44:00,Australian Parliament,0,"March 14, 2023"
321,2023-03-14,15:52:00,Australian Parliament,0,"March 14, 2023"
